"Keyword","SERP Position","Avg. Search Volume (Last 12 months)","Estimated Visits","Location","CPC/USD","PPC","Keyword Difficulty","Keyword interest growth (%)","Content Type","Search Intent","Keyword Opportunities","Serp Features","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019","Search Volume 1/2020","Search Volume 2/2020","Search Volume 3/2020","Search Volume 4/2020","Search Volume 5/2020","Search Volume 6/2020","Search Volume 7/2020","Search Volume 8/2020","Search Volume 9/2020","Search Volume 10/2020","Search Volume 11/2020","Search Volume 12/2020","Search Volume 1/2021","Search Volume 2/2021","Search Volume 3/2021","Search Volume 4/2021","Search Volume 5/2021","Search Volume 6/2021","Search Volume 7/2021","Search Volume 8/2021","Search Volume 9/2021","Search Volume 10/2021","Search Volume 11/2021","Search Volume 12/2021","Search Volume 1/2022","Search Volume 2/2022","Search Volume 3/2022","Search Volume 4/2022","Search Volume 5/2022","Search Volume 6/2022","Search Volume 7/2022","Search Volume 8/2022","Search Volume 9/2022","Search Volume 10/2022","Search Volume 11/2022","Search Volume 12/2022","Search Volume 1/2023","Search Volume 2/2023","Search Volume 3/2023","Search Volume 4/2023","Search Volume 5/2023","Search Volume 6/2023","Search Volume 7/2023","Search Volume 8/2023","Search Volume 9/2023","Search Volume 10/2023","Search Volume 11/2023","Search Volume 12/2023","Search Volume 1/2024","Search Volume 2/2024","Search Volume 3/2024","Search Volume 4/2024","Search Volume 5/2024","Search Volume 6/2024","Search Volume 7/2024","Search Volume 8/2024","Search Volume 9/2024","Search Volume 10/2024","Search Volume 11/2024","Search Volume 12/2024","Search Volume 1/2025","Search Volume 2/2025","Search Volume 3/2025","Search Volume 4/2025","Search Volume 5/2025","Search Volume 6/2025","Search Volume 7/2025","Search Volume 8/2025","Search Volume 9/2025","Search Volume 10/2025","Search Volume 11/2025","Search Volume 12/2025"
"pagina web corporativa",1,110,33,"Spain","9.57",28,19,-35,"PRODUCT, CORPORATE_BLOG_POSTS","commercial, navigational, informational","Missing words in title","AI Overview, People Also Ask","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,70,90,170,140,90,140,210,140,140,140,110,50,50,90,110,170,140,110,110,110,90,110,90,50,50,110,140,110,110,110,90,110,70,90,90,50,90,140,260,210,170,110,170,140,140,140,110,90,70,110,110,110,90,110,90,170,140,90,110,90,40,320,90,70,40
"paginas web barcelona",1,480,145,"Spain","0.85",28,26,-6,"HOMEPAGES","","Missing words in title","Map Pack","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,210,210,210,480,320,320,210,210,210,260,260,260,210,210,210,260,320,210,210,390,210,170,260,260,210,260,390,390,590,320,320,320,390,260,320,320,480,210,320,260,260,260,320,260,390,720,720,720,590,260,260,170,1000,320,260,210
"paginas web en barcelona",1,480,145,"Spain","0.85",28,26,-6,"HOMEPAGES","","Missing words in title","Map Pack","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,50,50,50,90,70,70,30,30,50,260,210,210,210,480,320,320,210,210,210,260,260,260,210,210,210,260,320,210,210,390,210,170,260,260,210,260,390,390,590,320,320,320,390,260,320,320,480,210,320,260,260,260,320,260,390,720,720,720,590,260,260,170,1000,320,260,210
"paginas web para abogados",1,110,33,"Spain","4.38",43,14,50,"HOMEPAGES, PRODUCT","","Missing words in title","","","","","50","20","30","20","10","20","30","40",30,20,30,40,20,10,40,70,50,20,20,30,"40","20","30","20","10","10","10","30","30","50","70","30","20","10","20","20","10","10","20","40","20",20,50,30,30,40,40,50,20,10,30,30,40,20,20,20,20,50,50,20,40,30,30,50,50,30,40,50,70,20,40,10,40,50,90,90,70,110,50,30,50,40,20,30,10,40,20,20,20,30,20,20,30,10,20,40,40,20,10,20,30,20,70,40,40,50,30,30,20,20,30,20,20,20,50,170,210,170,110,50,30,30,390,50,20,20
"páginas web a medida",1,260,79,"Spain","14.03",10,,44,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,90,90,70,110,110,90,140,260,260,260,210,210,260,210,170,170,210,90,110,90,70,110,140,90,70,70,140,50,50,50,50,90,70,40,50,40,50,50,70,50,70,70,70,70,90,90,110,70,90,110,110,90,90,90,70,70,90,90,70,110,110,390,480,480,320,110,70,90,720,170,110,110
"páginas web barcelona",1,480,145,"Spain","0.85",28,17,-6,"HOMEPAGES","","Missing words in title","Map Pack","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,210,210,210,480,320,320,210,210,210,260,260,260,210,210,210,260,320,210,210,390,210,170,260,260,210,260,390,390,590,320,320,320,390,260,320,320,480,210,320,260,260,260,320,260,390,720,720,720,590,260,260,170,1000,320,260,210
"que es diseno web",1,110,33,"Spain","1.15",10,,-30,"","","","","","10","0","0","0","10","10","0","0","0","0",0,10,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,140,140,90,140,110,110,90,140,140,140,140,210,140,170,210,210,210,140,110,170,320,320,70,110,90,70,70,70,70,50,30,40,40,40,50,50,50,50,40,30,40,30,30,40,30,30,30,30,40,40,30,20,20,20,30,40,30,40,20,30,40,40,40,30,40,10,20,30,110,90,70,140,170,210,140,140,110,70,70,140,110,50,30
"que es diseño web",1,110,33,"Spain","1.15",10,28,-30,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","10","20","30","10","10","10","20",20,30,20,10,10,10,50,50,50,50,70,70,"70","50","70","70","40","30","50","90","70","50","70","90","50","50","70","50","70","50","90","110","90",90,90,140,140,90,140,110,110,90,140,140,140,140,210,140,170,210,210,210,140,110,170,320,320,320,390,390,390,390,320,210,170,140,260,210,210,260,210,260,320,210,170,170,140,260,210,210,210,170,170,170,210,260,,,,,,,,,,,,,,,,,,110,90,70,140,170,210,140,140,110,70,70,140,110,50,30
"que es el diseño web",1,110,33,"Spain","1.15",10,28,-30,"CORPORATE_BLOG_POSTS","","Missing words in title","Featured Snippet","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,140,110,110,140,140,140,70,90,70,170,110,90,140,90,140,170,140,90,90,70,110,70,90,90,70,90,70,70,170,90,50,40,50,70,70,70,70,70,90,70,70,50,40,40,30,50,110,90,70,140,170,210,140,140,110,70,70,140,110,50,30
"que es un diseño web",1,110,33,"Spain","1.15",10,24,-30,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,70,90,70,70,170,90,50,40,50,70,,,,,,,,,,,,,110,90,70,140,170,210,140,140,110,70,70,140,110,50,30
"qué es diseño web",1,110,33,"Spain","1.15",10,14,-30,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,30,30,40,40,30,20,20,20,30,40,,,,,,,,,,,,,110,90,70,140,170,210,140,140,110,70,70,140,110,50,30
"qué es el diseño web",1,110,33,"Spain","1.15",10,,-30,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,210,170,170,140,260,210,210,210,170,170,170,,,,,,,,,,,,,,,,,,,,110,90,70,140,170,210,140,140,110,70,70,140,110,50,30
"seo and youtube",1,110,33,"Spain","1.77",33,,-38,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,170,110,170,170,170,170,170,170,170,170,210,140,140,140,140,170,210,170,260,170,260,170,210,170,210,170,170,170,140,170,170,140,210,210,210,170,210,170,210,140,170,140,170,140,170,170,140,140,140,140,90,70,140,140,90,50
"seo for youtube",1,110,33,"Spain","1.77",33,18,-38,"CORPORATE_BLOG_POSTS","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,170,170,210,210,260,210,210,210,170,110,170,170,170,170,170,170,170,170,210,140,140,140,140,170,210,170,260,170,260,170,210,170,210,170,170,170,140,170,170,140,210,210,210,170,210,170,210,140,170,140,170,140,170,170,140,140,140,140,90,70,140,140,90,50
"seo para ia",1,170,51,"Spain","3.66",37,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,90,90,140,140,170,90,260,320,320,210
"seo youtube",1,140,42,"Spain","1.89",43,18,-40,"CORPORATE_BLOG_POSTS","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,480,320,210,170,110,170,170,170,170,170,170,170,170,210,140,140,140,140,170,210,170,260,170,260,170,210,170,210,170,170,170,140,170,170,140,210,210,210,170,210,170,210,140,170,140,170,140,210,170,260,170,140,110,110,70,140,110,90,70
"web a medida",1,140,42,"Spain","2.65",2,30,39,"","","","","","","","","","","","","20","40","90",40,70,40,40,70,30,40,30,30,30,50,50,"30","30","30","40","20","10","30","30","30","20","40","30","40","20","20","20","20","30","90","140","90",90,90,110,40,40,50,110,70,70,50,50,70,90,70,70,70,50,70,70,70,30,50,50,50,20,70,50,50,70,70,70,50,50,70,50,170,50,40,30,20,30,30,30,30,30,30,20,20,20,40,30,10,20,20,30,20,10,40,20,40,20,30,50,50,50,50,50,50,70,50,70,70,40,70,170,210,210,140,50,50,70,480,110,90,50
"web abogados",1,110,33,"Spain","1.92",31,21,-36,"HOMEPAGES","","Missing words in title","","","","","","","140","170","110","70","90","140",140,140,90,140,90,90,110,170,140,110,140,170,"210","170","140","110","90","90","110","110","140","90","170","110","170","140","140","110","110","40","90","170","210",90,90,140,140,140,110,90,110,90,140,140,140,90,140,110,110,210,210,140,170,140,210,140,140,110,110,140,110,110,110,110,70,70,90,110,110,90,110,90,140,70,90,70,50,90,90,90,90,70,90,140,110,90,110,90,70,70,110,110,110,90,90,110,110,110,110,90,90,50,110,110,140,110,170,90,140,140,140,90,90,50,170,110,70,50
"web construccion",1,90,27,"Spain","",3,,-41,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,320,320,260,210,210,170,210,210,260,260,170,210,210,260,210,210,170,170,170,170,170,260,140,210,170,210,140,170,170,140,140,170,170,140,110,140,170,140,170,140,140,140,110,170,140,110,90,110,140,140,110,90,90,70,40,90,90,70,40
"web construcción",1,90,27,"Spain","",3,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,170,210,140,170,170,140,140,170,170,140,110,,,,,,,,,,,,,110,140,140,110,90,90,70,40,90,90,70,40
"web design barcelona",1,210,63,"Spain","3.92",20,20,-36,"HOMEPAGES, LISTICLES, CLUTCH","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,30,50,50,70,40,170,390,170,140,110,320,260,70,50,50,90,90,70,110,390,390,390,210,50,30,20,880,90,30,40
"web designer barcelona",1,110,33,"Spain","4.71",40,28,,"HOMEPAGES","","Missing words in title","","","","","","","","","","","30","20",30,30,20,40,10,10,40,10,20,10,30,30,"90","30","40","20","10","20","20","20","40","50","20","50","170","170","170","170","110","140","260","140","110",170,170,140,110,140,110,170,110,110,90,140,170,90,90,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,210,210,210,70,10,10,10,590,50,10,10
"webs corporativas",1,140,42,"Spain","3.72",15,15,546,"","","","","","","","","","","","","","","",,,,,,20,40,50,40,40,20,40,"40","20","30","20","20","","","","","","","","","","","","","","","40","40",30,40,40,40,30,30,40,40,20,30,40,30,40,50,50,50,50,70,30,30,20,50,90,50,40,40,70,50,70,50,40,20,10,70,50,50,20,50,70,50,40,70,50,40,30,50,70,50,50,50,50,40,40,40,40,20,20,70,50,40,40,50,50,40,50,30,50,10,20,30,40,40,50,40,70,90,70,90,70,260,40,140,480,320,40
"website design barcelona",1,210,63,"Spain","3.92",20,21,-36,"LISTICLES, CLUTCH, HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,30,50,50,70,40,170,390,170,140,110,320,260,70,50,50,90,90,70,110,390,390,390,210,50,30,20,880,90,30,40
"website design company",1,210,63,"Spain","3.16",23,54,-51,"LISTICLES, CLUTCH, HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,20,70,110,210,20,20,"40","10","20","10","20","10","10","10","10","20","10","10","10","10","10","10","20","10","20","20","20",10,10,20,10,30,10,10,10,210,30,140,70,260,210,140,90,50,50,30,50,90,110,140,90,50,70,50,70,40,50,70,260,170,210,210,210,90,110,90,140,260,210,260,90,90,70,110,110,110,170,90,70,50,50,50,30,70,70,50,70,90,110,110,110,140,40,110,70,90,110,110,260,260,260,210,210,210,260,210,320,210,320,260,20,30
"youtube and seo",1,110,33,"Spain","1.77",33,,-38,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,170,170,140,210,210,210,170,210,170,210,140,170,140,170,140,170,170,140,140,140,140,90,70,140,140,90,50
"youtube for seo",1,110,33,"Spain","1.77",33,,-33,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,140,210,210,210,170,210,170,210,140,170,140,,,170,170,140,140,140,140,90,70,140,140,90,50
"youtube seo",1,110,33,"Spain","1.77",33,22,-38,"CORPORATE_BLOG_POSTS, LISTICLES","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,170,170,170,170,170,170,170,170,210,140,140,140,140,170,210,170,260,170,260,170,210,170,210,170,170,170,140,170,170,140,210,210,210,170,210,170,210,140,170,140,170,140,170,170,140,140,140,140,90,70,140,140,90,50
"agencia analítica web",2,170,27,"Spain","7.03",10,18,-34,"HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,70,40,10,10,140,"320","170","320","140","210","90","10","","","","","","","20","10","10","20","10","10","20","40",20,30,70,50,40,50,20,20,40,70,90,70,50,170,70,50,50,70,70,70,90,10,10,10,10,10,10,10,10,10,10,20,10,70,70,50,50,70,50,40,40,50,50,70,140,110,110,90,50,50,70,90,50,70,70,50,50,110,110,110,90,90,90,90,110,90,320,90,90,90,210,210,140,140,140,210,210,170,90,40,70,720,170,110,90
"agencia de paginas web",2,110,17,"Spain","5.62",40,34,-50,"HOMEPAGES","","Missing words in title","","","","","","10","0","10","10","10","10","10",10,10,0,10,10,0,10,10,10,10,10,10,"10","10","10","10","10","10","20","10","10","10","10","10","10","10","20","10","10","10","10","10","10",10,20,10,20,10,20,10,10,10,10,10,10,10,10,10,10,20,10,10,40,20,20,30,20,10,30,30,40,10,30,40,20,20,20,20,10,10,20,30,20,30,20,20,10,30,20,30,20,20,30,20,70,40,30,20,50,50,50,140,50,70,50,50,70,110,90,90,70,50,70,50,70,140,110,140,170,170,90,70,40,50,260,50,40,40
"agencia paginas web",2,140,22,"Spain","2.40",23,30,-33,"HOMEPAGES","","Missing words in title","","","","","10","10","10","10","10","10","10","10",10,10,10,10,10,10,10,20,10,10,20,10,"10","10","10","10","10","10","10","10","10","10","10","10","40","10","20","10","10","10","10","10","10",10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,30,20,20,20,50,50,50,140,70,40,50,30,50,50,70,30,40,40,50,20,40,70,30,30,70,40,30,40,50,40,30,20,50,50,50,40,50,70,30,70,110,110,50,90,70,110,70,90,70,70,50,50,40,70,50,90,90,210,210,210,140,50,50,50,320,90,20,30
"agencia web",2,880,142,"Spain","8.97",20,28,-46,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,320,390,390,260,260,260,320,320,170,210,590,480,320,260,210,210,210,210,210,320,320,320,320,320,320,260,320,260,260,260,320,320,320,320,390,390,480,720,480,390,390,320,390,480,720,390,1000,1000,1600,1300,1000,720,590,320,1000,390,260,210
"agencias paginas web",2,140,22,"Spain","2.40",23,,-33,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,20,20,20,50,50,50,140,70,40,50,30,50,,70,30,40,40,50,20,40,70,30,30,70,40,30,40,50,40,30,20,50,50,50,40,50,70,30,70,110,110,50,90,70,110,70,90,70,70,50,50,40,70,50,90,90,210,210,210,140,50,50,50,320,90,20,30
"agencias web",2,880,142,"Spain","8.97",20,24,-46,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,320,320,390,390,260,260,260,320,320,170,210,590,480,320,260,210,210,210,210,210,320,320,320,320,320,320,260,320,260,260,260,320,320,320,320,390,390,480,720,480,390,390,320,390,480,720,390,1000,1000,1600,1300,1000,720,590,320,1000,390,260,210
"barcelona ecommerce",2,210,34,"Spain","0.79",52,,,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,260,260,260,140,40,40,40,590,140,170,390
"barcelona web design",2,210,34,"Spain","3.92",20,,-36,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,40,170,390,170,140,110,320,260,70,50,50,90,90,70,110,390,390,390,210,50,30,20,880,90,30,40
"bing advertising",2,1900,307,"Spain","16.56",11,,-19,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","110","170","140","140","170","170","170","170","140","140","170","110","110","","",,,,20,20,20,20,30,30,40,50,40,50,110,140,110,90,90,90,90,40,70,70,90,70,110,110,110,70,90,90,110,70,210,90,90,40,50,70,70,50,70,70,70,30,70,,,,,,,,,,,,,,,,,,,,,2400,1900,1300,1900,1900,2400,1600,1900,1900,2400,1900,1900,1900,2400,1300,1600,1600,1600,1600
"crawl seo",2,110,17,"Spain","",11,,-74,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,110,140,170,170,260,140,170,140,140,140,140,140,140,140,210,320,260,140,170,170,210,170,140,90,70,50,210,90,50,50
"desarrollo web a medida",2,590,95,"Spain","45.64",10,13,-24,"HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,90,210,170,260,260,260,170,170,210,170,140,170,260,140,170,170,110,170,140,140,70,140,110,110,140,140,140,140,140,140,110,140,170,210,170,170,210,210,210,260,210,260,210,170,390,320,480,480,880,880,1000,590,260,210,210,2400,320,320,260
"diseñador web wordpress barcelona",2,480,77,"Spain","9.59",5,9,115,"HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,50,90,110,90,90,140,90,140,140,90,90,140,90,70,90,170,480,260,110,140,110,110,140,140,140,170,110,140,140,90,110,90,110,140,110,210,260,480,590,480,390,320,590,390,1300,390,390,210
"diseño de la web",2,320,51,"Spain","6.20",58,29,-50,"CORPORATE_BLOG_POSTS, HOMEPAGES","","Missing words in title","Featured Snippet","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,320,260,260,170,210,260,260,210,260,210,210,170,260,210,170,210,320,210,210,140,210,210,170,260,210,210,210,170,260,260,320,260,260,260,260,320,390,260,210,140,210,210,210,260,260,390,390,480,390,480,320,170,390,140,110,90
"diseño web corporativo",2,720,116,"Spain","4.37",3,8,-40,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,480,720,480,480,390,390,390,390,390,320,210,210,210,260,390,320,210,210,140,140,170,140,140,170,210,170,170,140,140,140,170,140,210,170,210,170,320,390,320,320,210,320,480,590,390,320,320,260,480,720,720,390,320,720,1000,1000,590,590,590,320,1600,390,390,320
"diseño web españa",2,260,42,"Spain","4.45",20,22,0,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,140,140,210,260,210,260,170,140,140,140,210,140,170,110,90,170,140,110,70,70,90,110,110,110,90,90,70,170,170,260,170,170,210,110,140,170,170,90,140,90,50,90,70,90,140,480,480,480,260,210,110,70,880,110,70,70
"diseño y desarrollo web",2,720,116,"Spain","7.25",15,19,-13,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,170,260,210,260,210,210,170,260,390,260,170,210,210,260,210,320,210,170,260,320,210,260,140,260,320,320,320,390,390,210,260,390,390,390,390,260,320,390,390,390,320,260,260,260,210,210,260,390,880,1000,1000,590,320,170,170,2900,210,170,210
"e-commerce barcelona",2,210,34,"Spain","0.79",52,,159,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,170,720,320,170,110,170,170,140,90,210,90,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,70,110,90,110,260,260,260,140,40,40,40,590,140,170,390
"ecommerce barcelona",2,210,34,"Spain","0.79",52,26,159,"HOMEPAGES","","Missing words in title","","","","","","","","","","","110","140",210,90,140,90,110,70,110,110,110,90,110,140,"140","90","110","90","70","50","70","90","70","70","90","90","90","110","110","90","90","70","90","70","90",70,90,170,260,260,210,210,110,50,90,110,110,110,170,170,170,170,720,320,170,110,170,170,140,90,210,90,90,70,90,70,70,50,70,70,50,70,40,70,110,50,70,70,50,90,,,,,,,,,,,,,,,,,,,,,,,,,50,70,110,90,110,260,260,260,140,40,40,40,590,140,170,390
"empresa creacion paginas web",2,110,17,"Spain","10.74",37,19,-30,"HOMEPAGES, LISTICLES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,110,170,110,170,140,140,140,140,110,140,110,170,170,140,70,140,110,140,110,90,70,40,50,90,90,170,90,140,110,110,90,140,90,140,70,140,140,110,140,140,170,140,110,90,110,70,70,110,70,90,110,140,110,210,170,140,110,70,40,260,90,50,50
"empresa de diseño de páginas web",2,210,34,"Spain","",46,,-46,"","","","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,70,140,50,70,70,40,70,70,30,70,90,50,70,50,110,90,70,50,70,50,50,40,140,170,170,170,90,110,140,140,110,90,90,90,70,70,70,140,140,260,320,320,260,170,40,50,880,110,30,10
"empresa de diseño web",2,720,116,"Spain","6.05",23,28,-25,"HOMEPAGES, LISTICLES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,590,720,590,480,590,880,590,590,590,590,390,390,390,320,320,390,390,390,480,260,390,260,260,210,320,320,320,260,390,390,390,390,320,320,590,480,390,320,320,320,390,320,260,480,390,1000,1300,1300,720,480,390,260,2400,320,260,210
"empresa de paginas web",2,320,51,"Spain","11.63",36,18,-32,"LISTICLES, HOMEPAGES","","Missing words in title","","","","","","","","","","","","",,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,90,140,210,170,140,260,170,210,170,140,90,90,110,140,140,210,140,170,140,110,140,90,170,140,140,210,320,320,320,210,390,590,390,320,260,210,260,320,260,260,260,260,480,590,480,390,260,140,110,880,210,210,110
